radboudsource,sourceguid,sourcelabel,radboudtarget,targetguid,targetlabel
HP_0200055,http://purl.obolibrary.org/obo/HP_0200055,Small hand,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
MONDO_0009213,http://purl.obolibrary.org/obo/MONDO_0009213,Fanconi anemia complementation group C,EFO_0009690,http://www.ebi.ac.uk/efo/EFO_0009690,urinary system disease
MONDO_0009213,http://purl.obolibrary.org/obo/MONDO_0009213,Fanconi anemia complementation group C,MONDO_0024297,http://purl.obolibrary.org/obo/MONDO_0024297,obsolete nutritional or metabolic disease
MONDO_0009213,http://purl.obolibrary.org/obo/MONDO_0009213,Fanconi anemia complementation group C,OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
MONDO_0009213,http://purl.obolibrary.org/obo/MONDO_0009213,Fanconi anemia complementation group C,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0009213,http://purl.obolibrary.org/obo/MONDO_0009213,Fanconi anemia complementation group C,EFO_0005803,http://www.ebi.ac.uk/efo/EFO_0005803,hematologic disease
MONDO_0009213,http://purl.obolibrary.org/obo/MONDO_0009213,Fanconi anemia complementation group C,EFO_0010285,http://www.ebi.ac.uk/efo/EFO_0010285,integumentary system disease
MONDO_0021116,http://purl.obolibrary.org/obo/MONDO_0021116,luminal A breast carcinoma,OTAR_0000017,http://www.ebi.ac.uk/efo/OTAR_0000017,OTAR_0000017
MONDO_0021116,http://purl.obolibrary.org/obo/MONDO_0021116,luminal A breast carcinoma,OTAR_0000010,http://www.ebi.ac.uk/efo/OTAR_0000010,OTAR_0000010
MONDO_0021116,http://purl.obolibrary.org/obo/MONDO_0021116,luminal A breast carcinoma,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
MONDO_0021116,http://purl.obolibrary.org/obo/MONDO_0021116,luminal A breast carcinoma,EFO_0010285,http://www.ebi.ac.uk/efo/EFO_0010285,integumentary system disease
MONDO_0021487,http://purl.obolibrary.org/obo/MONDO_0021487,benign neoplasm of choroid,EFO_0000319,http://www.ebi.ac.uk/efo/EFO_0000319,cardiovascular disease
MONDO_0021487,http://purl.obolibrary.org/obo/MONDO_0021487,benign neoplasm of choroid,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
MONDO_0021487,http://purl.obolibrary.org/obo/MONDO_0021487,benign neoplasm of choroid,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0021487,http://purl.obolibrary.org/obo/MONDO_0021487,benign neoplasm of choroid,MONDO_0024458,http://purl.obolibrary.org/obo/MONDO_0024458,disorder of visual system
MONDO_0023692,http://purl.obolibrary.org/obo/MONDO_0023692,maple syrup urine disease type 1B,MONDO_0024297,http://purl.obolibrary.org/obo/MONDO_0024297,obsolete nutritional or metabolic disease
MONDO_0023692,http://purl.obolibrary.org/obo/MONDO_0023692,maple syrup urine disease type 1B,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_0000781,http://www.ebi.ac.uk/efo/EFO_0000781,Pectobacterium carotovorum infection,EFO_0005741,http://www.ebi.ac.uk/efo/EFO_0005741,infectious disease
HP_0001310,http://purl.obolibrary.org/obo/HP_0001310,Dysmetria,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0001591,http://purl.obolibrary.org/obo/HP_0001591,Bell-shaped thorax,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0002035,http://purl.obolibrary.org/obo/HP_0002035,Rectal prolapse,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0002576,http://purl.obolibrary.org/obo/HP_0002576,Intussusception,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0008909,http://purl.obolibrary.org/obo/HP_0008909,Lethal short-limbed short stature,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0011097,http://purl.obolibrary.org/obo/HP_0011097,Epileptic spasm,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0012430,http://purl.obolibrary.org/obo/HP_0012430,Cerebral white matter hypoplasia,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0012470,http://purl.obolibrary.org/obo/HP_0012470,Setting-sun eye phenomenon,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
MONDO_0002203,http://purl.obolibrary.org/obo/MONDO_0002203,constipation disorder,EFO_0010282,http://www.ebi.ac.uk/efo/EFO_0010282,gastrointestinal disease
MONDO_0004392,http://purl.obolibrary.org/obo/MONDO_0004392,intracranial extraskeletal myxoid chondrosarcoma,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
MONDO_0004392,http://purl.obolibrary.org/obo/MONDO_0004392,intracranial extraskeletal myxoid chondrosarcoma,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0012806,http://purl.obolibrary.org/obo/MONDO_0012806,ectodermal dysplasia and immunodeficiency 2,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
MONDO_0012806,http://purl.obolibrary.org/obo/MONDO_0012806,ectodermal dysplasia and immunodeficiency 2,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0012806,http://purl.obolibrary.org/obo/MONDO_0012806,ectodermal dysplasia and immunodeficiency 2,EFO_0010285,http://www.ebi.ac.uk/efo/EFO_0010285,integumentary system disease
MONDO_0012806,http://purl.obolibrary.org/obo/MONDO_0012806,ectodermal dysplasia and immunodeficiency 2,MONDO_0024458,http://purl.obolibrary.org/obo/MONDO_0024458,disorder of visual system
MONDO_0012806,http://purl.obolibrary.org/obo/MONDO_0012806,ectodermal dysplasia and immunodeficiency 2,EFO_0000540,http://www.ebi.ac.uk/efo/EFO_0000540,immune system disease
MONDO_0024620,http://purl.obolibrary.org/obo/MONDO_0024620,meningitis caused by poliovirus,EFO_0005741,http://www.ebi.ac.uk/efo/EFO_0005741,infectious disease
MONDO_0024620,http://purl.obolibrary.org/obo/MONDO_0024620,meningitis caused by poliovirus,EFO_0010282,http://www.ebi.ac.uk/efo/EFO_0010282,gastrointestinal disease
MONDO_0024620,http://purl.obolibrary.org/obo/MONDO_0024620,meningitis caused by poliovirus,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0032911,http://purl.obolibrary.org/obo/MONDO_0032911,"hearing loss, autosomal dominant 75",EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0032911,http://purl.obolibrary.org/obo/MONDO_0032911,"hearing loss, autosomal dominant 75",OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_0000713,http://www.ebi.ac.uk/efo/EFO_0000713,subarachnoid hemorrhage,EFO_0000319,http://www.ebi.ac.uk/efo/EFO_0000319,cardiovascular disease
EFO_0000713,http://www.ebi.ac.uk/efo/EFO_0000713,subarachnoid hemorrhage,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
HP_0003752,http://purl.obolibrary.org/obo/HP_0003752,Episodic flaccid weakness,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0009816,http://purl.obolibrary.org/obo/HP_0009816,Lower limb undergrowth,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0010689,http://purl.obolibrary.org/obo/HP_0010689,Mirror image polydactyly,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0010865,http://purl.obolibrary.org/obo/HP_0010865,Oppositional defiant disorder,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0012042,http://purl.obolibrary.org/obo/HP_0012042,Aspirin-induced asthma,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0030303,http://purl.obolibrary.org/obo/HP_0030303,Hypoplastic anterior commissure,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0032072,http://purl.obolibrary.org/obo/HP_0032072,Popliteal synovial cyst,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
MONDO_0008597,http://purl.obolibrary.org/obo/MONDO_0008597,"obsolete trichorhinophalangeal syndrome, type III",OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
MONDO_0008597,http://purl.obolibrary.org/obo/MONDO_0008597,"obsolete trichorhinophalangeal syndrome, type III",OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0008597,http://purl.obolibrary.org/obo/MONDO_0008597,"obsolete trichorhinophalangeal syndrome, type III",EFO_0010285,http://www.ebi.ac.uk/efo/EFO_0010285,integumentary system disease
MONDO_0010120,http://purl.obolibrary.org/obo/MONDO_0010120,thrombocytopenia 3,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0010120,http://purl.obolibrary.org/obo/MONDO_0010120,thrombocytopenia 3,EFO_0005803,http://www.ebi.ac.uk/efo/EFO_0005803,hematologic disease
MONDO_0010933,http://purl.obolibrary.org/obo/MONDO_0010933,autosomal recessive nonsyndromic hearing loss 4,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0010933,http://purl.obolibrary.org/obo/MONDO_0010933,autosomal recessive nonsyndromic hearing loss 4,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0016757,http://purl.obolibrary.org/obo/MONDO_0016757,malignant triton tumor,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
MONDO_0016757,http://purl.obolibrary.org/obo/MONDO_0016757,malignant triton tumor,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0044784,http://purl.obolibrary.org/obo/MONDO_0044784,myxoma,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
MONDO_0044784,http://purl.obolibrary.org/obo/MONDO_0044784,myxoma,OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
MONDO_0054781,http://purl.obolibrary.org/obo/MONDO_0054781,combined oxidative phosphorylation deficiency 36,MONDO_0024297,http://purl.obolibrary.org/obo/MONDO_0024297,obsolete nutritional or metabolic disease
MONDO_0054781,http://purl.obolibrary.org/obo/MONDO_0054781,combined oxidative phosphorylation deficiency 36,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
HP_0002135,http://purl.obolibrary.org/obo/HP_0002135,Basal ganglia calcification,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0002571,http://purl.obolibrary.org/obo/HP_0002571,Achalasia,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0004308,http://purl.obolibrary.org/obo/HP_0004308,Ventricular arrhythmia,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0007994,http://purl.obolibrary.org/obo/HP_0007994,Peripheral visual field loss,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0012390,http://purl.obolibrary.org/obo/HP_0012390,Anal fissure,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0012410,http://purl.obolibrary.org/obo/HP_0012410,Pure red cell aplasia,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0100727,http://purl.obolibrary.org/obo/HP_0100727,Histiocytosis,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
MONDO_0001815,http://purl.obolibrary.org/obo/MONDO_0001815,extrapyramidal and movement disease,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0009619,http://purl.obolibrary.org/obo/MONDO_0009619,microcephaly-micromelia syndrome,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0011377,http://purl.obolibrary.org/obo/MONDO_0011377,long QT syndrome 3,OTAR_0000010,http://www.ebi.ac.uk/efo/OTAR_0000010,OTAR_0000010
MONDO_0011377,http://purl.obolibrary.org/obo/MONDO_0011377,long QT syndrome 3,EFO_0000319,http://www.ebi.ac.uk/efo/EFO_0000319,cardiovascular disease
MONDO_0011377,http://purl.obolibrary.org/obo/MONDO_0011377,long QT syndrome 3,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0015003,http://purl.obolibrary.org/obo/MONDO_0015003,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities",MONDO_0024297,http://purl.obolibrary.org/obo/MONDO_0024297,obsolete nutritional or metabolic disease
MONDO_0015003,http://purl.obolibrary.org/obo/MONDO_0015003,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities",EFO_0001379,http://www.ebi.ac.uk/efo/EFO_0001379,endocrine system disease
MONDO_0015003,http://purl.obolibrary.org/obo/MONDO_0015003,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities",EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0015003,http://purl.obolibrary.org/obo/MONDO_0015003,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities",OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0015003,http://purl.obolibrary.org/obo/MONDO_0015003,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities",MONDO_0024458,http://purl.obolibrary.org/obo/MONDO_0024458,disorder of visual system
MONDO_0019851,http://purl.obolibrary.org/obo/MONDO_0019851,acquired primary ovarian failure,OTAR_0000017,http://www.ebi.ac.uk/efo/OTAR_0000017,OTAR_0000017
MONDO_0019851,http://purl.obolibrary.org/obo/MONDO_0019851,acquired primary ovarian failure,EFO_0009690,http://www.ebi.ac.uk/efo/EFO_0009690,urinary system disease
MONDO_0019851,http://purl.obolibrary.org/obo/MONDO_0019851,acquired primary ovarian failure,EFO_0001379,http://www.ebi.ac.uk/efo/EFO_0001379,endocrine system disease
MONDO_0020628,http://purl.obolibrary.org/obo/MONDO_0020628,"microcephaly, growth restriction, and increased sister chromatid exchange 2",MONDO_0024297,http://purl.obolibrary.org/obo/MONDO_0024297,obsolete nutritional or metabolic disease
MONDO_0020628,http://purl.obolibrary.org/obo/MONDO_0020628,"microcephaly, growth restriction, and increased sister chromatid exchange 2",OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0020628,http://purl.obolibrary.org/obo/MONDO_0020628,"microcephaly, growth restriction, and increased sister chromatid exchange 2",EFO_0000540,http://www.ebi.ac.uk/efo/EFO_0000540,immune system disease
MONDO_0030914,http://purl.obolibrary.org/obo/MONDO_0030914,Clark-Baraitser syndrome,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0030914,http://purl.obolibrary.org/obo/MONDO_0030914,Clark-Baraitser syndrome,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0030914,http://purl.obolibrary.org/obo/MONDO_0030914,Clark-Baraitser syndrome,MONDO_0002025,http://purl.obolibrary.org/obo/MONDO_0002025,psychiatric disorder
MONDO_0032889,http://purl.obolibrary.org/obo/MONDO_0032889,Poirier-Bienvenu neurodevelopmental syndrome,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
HP_0001660,http://purl.obolibrary.org/obo/HP_0001660,Truncus arteriosus,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0002089,http://purl.obolibrary.org/obo/HP_0002089,Pulmonary hypoplasia,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0007968,http://purl.obolibrary.org/obo/HP_0007968,Remnants of the hyaloid vascular system,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0031458,http://purl.obolibrary.org/obo/HP_0031458,Adenoiditis,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
MONDO_0000030,http://purl.obolibrary.org/obo/MONDO_0000030,sleep-related hypermotor epilepsy,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0000030,http://purl.obolibrary.org/obo/MONDO_0000030,sleep-related hypermotor epilepsy,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0004166,http://purl.obolibrary.org/obo/MONDO_0004166,hereditary fallopian tube carcinoma,OTAR_0000017,http://www.ebi.ac.uk/efo/OTAR_0000017,OTAR_0000017
MONDO_0004166,http://purl.obolibrary.org/obo/MONDO_0004166,hereditary fallopian tube carcinoma,EFO_0009690,http://www.ebi.ac.uk/efo/EFO_0009690,urinary system disease
MONDO_0004166,http://purl.obolibrary.org/obo/MONDO_0004166,hereditary fallopian tube carcinoma,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
MONDO_0004166,http://purl.obolibrary.org/obo/MONDO_0004166,hereditary fallopian tube carcinoma,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0020841,http://purl.obolibrary.org/obo/MONDO_0020841,neurodevelopmental disorder with cerebellar atrophy and with or without seizures,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0030060,http://purl.obolibrary.org/obo/MONDO_0030060,neurodevelopmental disorder with language impairment and behavioral abnormalities,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0033565,http://purl.obolibrary.org/obo/MONDO_0033565,oocyte maturation defect 9,OTAR_0000017,http://www.ebi.ac.uk/efo/OTAR_0000017,OTAR_0000017
MONDO_0033565,http://purl.obolibrary.org/obo/MONDO_0033565,oocyte maturation defect 9,EFO_0009690,http://www.ebi.ac.uk/efo/EFO_0009690,urinary system disease
MONDO_0033565,http://purl.obolibrary.org/obo/MONDO_0033565,oocyte maturation defect 9,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_0001675,http://www.ebi.ac.uk/efo/EFO_0001675,simian immunodeficiency virus infection,EFO_0005741,http://www.ebi.ac.uk/efo/EFO_0005741,infectious disease
HP_0000327,http://purl.obolibrary.org/obo/HP_0000327,Hypoplasia of the maxilla,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0000460,http://purl.obolibrary.org/obo/HP_0000460,Narrow nose,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0006789,http://purl.obolibrary.org/obo/HP_0006789,Mitochondrial encephalopathy,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0030190,http://purl.obolibrary.org/obo/HP_0030190,Oral motor hypotonia,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0030834,http://purl.obolibrary.org/obo/HP_0030834,Shoulder pain,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
MONDO_0001410,http://purl.obolibrary.org/obo/MONDO_0001410,postmenopausal atrophic vaginitis,OTAR_0000017,http://www.ebi.ac.uk/efo/OTAR_0000017,OTAR_0000017
MONDO_0001410,http://purl.obolibrary.org/obo/MONDO_0001410,postmenopausal atrophic vaginitis,EFO_0009690,http://www.ebi.ac.uk/efo/EFO_0009690,urinary system disease
MONDO_0009580,http://purl.obolibrary.org/obo/MONDO_0009580,"intellectual disability, autosomal recessive 1",EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0009580,http://purl.obolibrary.org/obo/MONDO_0009580,"intellectual disability, autosomal recessive 1",OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0009580,http://purl.obolibrary.org/obo/MONDO_0009580,"intellectual disability, autosomal recessive 1",MONDO_0002025,http://purl.obolibrary.org/obo/MONDO_0002025,psychiatric disorder
MONDO_0010217,http://purl.obolibrary.org/obo/MONDO_0010217,de Sanctis-Cacchione syndrome,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0014725,http://purl.obolibrary.org/obo/MONDO_0014725,spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome,MONDO_0024297,http://purl.obolibrary.org/obo/MONDO_0024297,obsolete nutritional or metabolic disease
MONDO_0014725,http://purl.obolibrary.org/obo/MONDO_0014725,spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0014725,http://purl.obolibrary.org/obo/MONDO_0014725,spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0014725,http://purl.obolibrary.org/obo/MONDO_0014725,spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome,MONDO_0002025,http://purl.obolibrary.org/obo/MONDO_0002025,psychiatric disorder
MONDO_0024306,http://purl.obolibrary.org/obo/MONDO_0024306,acquired lactic acidosis,MONDO_0024297,http://purl.obolibrary.org/obo/MONDO_0024297,obsolete nutritional or metabolic disease
MONDO_0033548,http://purl.obolibrary.org/obo/MONDO_0033548,"myopathy, congenital, with diaphragmatic defects, respiratory insufficiency, and dysmorphic facies",OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0054695,http://purl.obolibrary.org/obo/MONDO_0054695,"myopathy, centronuclear, 6, with fiber-type disproportion",OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
MONDO_0054695,http://purl.obolibrary.org/obo/MONDO_0054695,"myopathy, centronuclear, 6, with fiber-type disproportion",EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0054695,http://purl.obolibrary.org/obo/MONDO_0054695,"myopathy, centronuclear, 6, with fiber-type disproportion",OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0054695,http://purl.obolibrary.org/obo/MONDO_0054695,"myopathy, centronuclear, 6, with fiber-type disproportion",MONDO_0024458,http://purl.obolibrary.org/obo/MONDO_0024458,disorder of visual system
EFO_0000174,http://www.ebi.ac.uk/efo/EFO_0000174,Ewing sarcoma,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
EFO_0003073,http://www.ebi.ac.uk/efo/EFO_0003073,asymptomatic myeloma,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
EFO_0003073,http://www.ebi.ac.uk/efo/EFO_0003073,asymptomatic myeloma,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_0003073,http://www.ebi.ac.uk/efo/EFO_0003073,asymptomatic myeloma,EFO_0005803,http://www.ebi.ac.uk/efo/EFO_0005803,hematologic disease
EFO_0003073,http://www.ebi.ac.uk/efo/EFO_0003073,asymptomatic myeloma,EFO_0000540,http://www.ebi.ac.uk/efo/EFO_0000540,immune system disease
HP_0000200,http://purl.obolibrary.org/obo/HP_0000200,Short lingual frenulum,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0000651,http://purl.obolibrary.org/obo/HP_0000651,Diplopia,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
MONDO_0012670,http://purl.obolibrary.org/obo/MONDO_0012670,autosomal recessive nonsyndromic hearing loss 63,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0012670,http://purl.obolibrary.org/obo/MONDO_0012670,autosomal recessive nonsyndromic hearing loss 63,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0013732,http://purl.obolibrary.org/obo/MONDO_0013732,"glucocorticoid therapy, response to",OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
